2, 2, 90980.0, 11135
2, 1, 89095.0, 29125
2, 0.5, 98030.0, 44605
2, 0.1, 112980.0, 57675
2, 0.05, 107135.0, 53900
2, 0.01, 106600.0, 53265
2, 0.005, 106565.0, 53230
2, 0.001, 106545.0, 53315
3, 2, 63003.333333333336, 10055
3, 1, 59413.333333333336, 29015
3, 0.5, 65018.333333333336, 44315
3, 0.1, 75965.0, 57675
3, 0.05, 71741.66666666667, 53900
3, 0.01, 71070.0, 53265
3, 0.005, 71050.0, 53230
3, 0.001, 71030.0, 53315
4, 2, 47242.5, 9790
4, 1, 44882.5, 28595
4, 0.5, 49110.0, 44415
4, 0.1, 57468.75, 57675
4, 0.05, 53901.25, 53900
4, 0.01, 53312.5, 53265
4, 0.005, 53290.0, 53230
4, 0.001, 53275.0, 53315
5, 2, 37470.0, 10210
5, 1, 37316.0, 28785
5, 0.5, 38894.0, 44515
5, 0.1, 46002.0, 57675
5, 0.05, 43148.0, 53900
5, 0.01, 42652.0, 53265
5, 0.005, 42630.0, 53230
5, 0.001, 42620.0, 53315
6, 2, 31590.833333333332, 10355
6, 1, 30413.333333333332, 28920
6, 0.5, 32321.666666666668, 44410
6, 0.1, 38432.5, 57675
6, 0.05, 35935.0, 53900
6, 0.01, 35540.0, 53265
6, 0.005, 35530.0, 53230
6, 0.001, 35516.666666666664, 53315
7, 2, 27031.428571428572, 10090
7, 1, 25991.428571428572, 28230
7, 0.5, 27792.85714285714, 44415
7, 0.1, 32991.42857142857, 57675
7, 0.05, 30815.0, 53900
7, 0.01, 30468.571428571428, 53265
7, 0.005, 30450.0, 53230
7, 0.001, 30441.428571428572, 53315
8, 2, 23819.375, 9685
8, 1, 23086.25, 28700
8, 0.5, 24070.0, 44505
8, 0.1, 28873.125, 57675
8, 0.05, 26972.5, 53900
8, 0.01, 26660.0, 53265
8, 0.005, 26646.25, 53230
8, 0.001, 26637.5, 53315
9, 2, 21086.11111111111, 10455
9, 1, 20347.777777777777, 29140
9, 0.5, 21741.666666666668, 44505
9, 0.1, 25675.555555555555, 57675
9, 0.05, 23975.555555555555, 53900
9, 0.01, 23695.555555555555, 53265
9, 0.005, 23686.666666666668, 53230
9, 0.001, 23677.777777777777, 53315
10, 2, 18962.0, 9535
10, 1, 18334.0, 28505
10, 0.5, 19560.5, 44505
10, 0.1, 23173.5, 57675
10, 0.05, 21580.0, 53900
10, 0.01, 21326.0, 53265
10, 0.005, 21316.0, 53230
10, 0.001, 21310.0, 53315
