1, 0.651643219517124
0.5, 0.25375586178738563
0.25, 0.0880281605675654
0.1, 0.0474178390241438
0.075, 0.03204401378043235
0.05, 0.026396712601441177
0.025, 0.01430751148369362
0.01, 0.0055766195804626585
0.0075, 0.0041858449609556495
0.005, 0.0028030985260043273
0.0025, 0.0014052464469453995
0.001, 0.0005629859029245468
0.00075, 0.00042227322994948125
0.0005, 0.0002816408388199983
0.00025, 0.0001408573912494324
0.0001, 5.635182974124233e-05
7.5e-05, 4.2264210333481576e-05
5e-05, 2.8177393744205783e-05
2.5e-05, 1.4089066590475308e-05
1e-05, 5.635715368618041e-06
